Row, Timestamp, Series 1, Series 2, Series 3
0   , 0.098, 127    , 0      , 0      
1   , 0.109, 127    , 0      , 0      
2   , 0.119, 127    , 0      , 0      
3   , 0.129, 127    , 2      , 0      
4   , 0.139, 127    , 8      , 0      
5   , 0.149, 127    , 17     , 120    
6   , 0.159, 127    , 25     , 135    
7   , 0.169, 127    , 35     , 154    
8   , 0.179, 127    , 46     , 156    
9   , 0.189, 127    , 57     , 166    
10  , 0.199, 127    , 68     , 175    
11  , 0.209, 127    , 80     , 180    
12  , 0.219, 127    , 91     , 175    
13  , 0.229, 127    , 102    , 183    
14  , 0.239, 127    , 115    , 183    
15  , 0.249, 127    , 126    , 178    
16  , 0.259, 127    , 138    , 180    
17  , 0.269, 127    , 150    , 183    
18  , 0.279, 127    , 162    , 185    
19  , 0.289, 127    , 173    , 180    
20  , 0.299, 127    , 186    , 180    
21  , 0.309, 127    , 197    , 185    
22  , 0.319, 127    , 209    , 185    
23  , 0.329, 127    , 222    , 180    
24  , 0.339, 127    , 233    , 180    
25  , 0.349, 127    , 244    , 185    
26  , 0.359, 127    , 257    , 185    
27  , 0.369, 127    , 269    , 180    
28  , 0.379, 127    , 280    , 180    
29  , 0.389, 127    , 293    , 187    
30  , 0.399, 127    , 304    , 185    
31  , 0.409, 127    , 315    , 182    
32  , 0.419, 127    , 329    , 180    
33  , 0.429, 127    , 340    , 187    
34  , 0.439, 127    , 351    , 187    
35  , 0.449, 127    , 364    , 182    
36  , 0.459, 127    , 375    , 182    
37  , 0.469, 127    , 387    , 185    
38  , 0.479, 127    , 400    , 187    
39  , 0.489, 127    , 411    , 180    
40  , 0.499, 127    , 423    , 187    
41  , 0.509, 127    , 436    , 187    
42  , 0.519, 127    , 447    , 180    
43  , 0.529, 127    , 459    , 180    
44  , 0.539, 127    , 471    , 180    
45  , 0.549, 127    , 483    , 187    
46  , 0.559, 127    , 494    , 180    
47  , 0.569, 127    , 507    , 180    
48  , 0.579, 127    , 519    , 187    
49  , 0.589, 127    , 530    , 187    
50  , 0.599, 127    , 543    , 180    
51  , 0.609, 127    , 554    , 180    
52  , 0.619, 127    , 566    , 187    
53  , 0.629, 127    , 579    , 187    
54  , 0.639, 127    , 590    , 180    
55  , 0.649, 127    , 602    , 180    
56  , 0.659, 127    , 615    , 187    
57  , 0.669, 127    , 626    , 185    
58  , 0.679, 127    , 638    , 182    
59  , 0.689, 127    , 650    , 180    
60  , 0.699, 127    , 662    , 187    
61  , 0.709, 127    , 673    , 187    
62  , 0.719, 127    , 686    , 182    
63  , 0.729, 127    , 698    , 182    
64  , 0.739, 127    , 709    , 187    
65  , 0.749, 127    , 721    , 187    
66  , 0.759, 127    , 733    , 180    
67  , 0.769, 127    , 745    , 180    
68  , 0.779, 127    , 758    , 187    
69  , 0.789, 127    , 769    , 185    
70  , 0.799, 127    , 781    , 182    
71  , 0.809, 127    , 794    , 180    
72  , 0.819, 127    , 805    , 187    
73  , 0.829, 127    , 816    , 187    
74  , 0.839, 127    , 829    , 180    
75  , 0.849, 127    , 841    , 180    
76  , 0.859, 127    , 852    , 187    
77  , 0.869, 127    , 865    , 187    
78  , 0.879, 127    , 877    , 180    
79  , 0.889, 127    , 888    , 180    
80  , 0.899, 127    , 901    , 187    
81  , 0.909, 127    , 912    , 187    
82  , 0.919, 127    , 924    , 182    
83  , 0.929, 127    , 937    , 182    
84  , 0.939, 127    , 948    , 185    
85  , 0.949, 127    , 960    , 187    
86  , 0.959, 127    , 973    , 180    
87  , 0.969, 127    , 984    , 180    
88  , 0.979, 127    , 995    , 187    
89  , 0.989, 127    , 1008   , 185    
90  , 0.999, 127    , 1020   , 182    
91  , 1.009, 127    , 1031   , 185    
92  , 1.019, 127    , 1044   , 187    
93  , 1.029, 127    , 1056   , 187    
94  , 1.039, 127    , 1067   , 180    
95  , 1.049, 127    , 1080   , 182    
96  , 1.059, 127    , 1091   , 187    
97  , 1.069, 127    , 1103   , 180    
98  , 1.079, 127    , 1116   , 182    
99  , 1.089, 127    , 1127   , 180    
100 , 1.099, 127    , 1139   , 187    
101 , 1.109, 127    , 1152   , 187    
102 , 1.119, 127    , 1163   , 180    
103 , 1.129, 127    , 1175   , 187    
104 , 1.139, 127    , 1187   , 187    
105 , 1.149, 127    , 1199   , 180    
