Row, Timestamp, Series 1, Series 2, Series 3
0   , 0.584, 0      , 0      , 0      
1   , 0.594, 0      , 0      , 0      
2   , 0.604, 0      , 0      , 0      
3   , 0.614, 0      , 0      , 0      
4   , 0.624, 0      , 0      , 0      
5   , 0.634, 0      , 0      , 0      
6   , 0.644, 0      , 0      , 0      
7   , 0.654, 0      , 0      , 0      
8   , 0.664, 0      , 0      , 0      
9   , 0.674, 0      , 0      , 0      
10  , 0.684, 0      , 0      , 0      
11  , 0.694, 0      , 0      , 0      
12  , 0.704, 0      , 0      , 0      
13  , 0.714, 0      , 0      , 0      
14  , 0.724, 0      , 0      , 0      
15  , 0.734, 0      , 0      , 0      
16  , 0.744, 0      , 0      , 0      
17  , 0.754, 0      , 0      , 0      
18  , 0.764, 0      , 0      , 0      
19  , 0.774, 0      , 0      , 0      
20  , 0.784, 0      , 0      , 0      
21  , 0.794, 0      , 0      , 0      
22  , 0.804, 0      , 0      , 0      
23  , 0.814, 0      , 0      , 0      
24  , 0.824, 0      , 0      , 0      
25  , 0.834, 0      , 0      , 0      
26  , 0.844, 0      , 0      , 0      
27  , 0.854, 0      , 0      , 0      
28  , 0.864, 0      , 0      , 0      
29  , 0.874, 0      , 0      , 0      
30  , 0.884, 0      , 0      , 0      
31  , 0.894, 0      , 0      , 0      
32  , 0.904, 0      , 0      , 0      
33  , 0.914, 0      , 0      , 0      
34  , 0.924, 0      , 0      , 0      
35  , 0.934, 0      , 0      , 0      
36  , 0.944, 0      , 0      , 0      
37  , 0.954, 0      , 0      , 0      
38  , 0.964, 0      , 0      , 0      
39  , 0.974, 0      , 0      , 0      
40  , 0.984, 0      , 0      , 0      
41  , 0.994, 0      , 0      , 0      
42  , 1.004, 0      , 0      , 0      
43  , 1.014, 0      , 0      , 0      
44  , 1.024, 0      , 0      , 0      
45  , 1.034, 0      , 0      , 0      
46  , 1.044, 0      , 0      , 0      
47  , 1.054, 0      , 0      , 0      
48  , 1.064, 0      , 0      , 0      
49  , 1.074, 0      , 0      , 0      
50  , 1.084, 0      , 0      , 0      
51  , 1.094, 0      , 0      , 0      
52  , 1.104, 0      , 0      , 0      
53  , 1.114, 0      , 0      , 0      
54  , 1.124, 0      , 0      , 0      
55  , 1.134, 0      , 0      , 0      
56  , 1.144, 0      , 0      , 0      
57  , 1.154, 0      , 0      , 0      
58  , 1.164, 0      , 0      , 0      
59  , 1.174, 0      , 0      , 0      
60  , 1.184, -5     , 0      , 0      
61  , 1.194, -5     , 0      , 0      
62  , 1.204, -5     , 0      , 0      
63  , 1.214, -5     , 0      , 0      
64  , 1.224, -5     , 0      , 0      
65  , 1.234, -5     , 0      , 0      
66  , 1.244, -5     , 0      , 0      
67  , 1.254, -5     , 0      , 0      
68  , 1.264, -7     , 0      , 0      
69  , 1.274, -7     , 0      , 0      
70  , 1.284, -7     , 0      , 0      
71  , 1.294, -7     , 0      , 0      
72  , 1.304, -7     , 0      , 0      
73  , 1.314, -7     , 0      , 0      
74  , 1.324, -13    , 0      , 0      
75  , 1.334, -16    , 0      , 0      
76  , 1.344, -16    , 0      , 0      
