Row, Timestamp, Series 1, Series 2
1134,12.248,622,396
1135,12.258,622,396
1136,12.268,622,395
1137,12.278,621,395
1138,12.288,621,395
1139,12.298,620,395
1140,12.308,620,395
1141,12.318,620,394
1142,12.328,620,394
1143,12.338,620,393
1144,12.348,620,393
1145,12.358,620,393
1146,12.368,620,393
1147,12.378,619,392
1148,12.388,619,392
1149,12.398,619,391
1150,12.408,619,391
1151,12.418,619,391
1152,12.428,618,391
1153,12.438,618,390
1154,12.448,618,389
1155,12.458,617,389
1156,12.468,617,389
1157,12.478,617,389
1158,12.488,617,388
1159,12.498,617,387
1160,12.508,617,387
1161,12.518,616,387
1162,12.528,616,386
1163,12.538,615,385
1164,12.548,615,384
1165,12.558,614,384
1166,12.568,614,384
1167,12.578,613,383
1168,12.588,613,382
1169,12.598,613,382
1170,12.608,613,381
1171,12.618,612,381
1172,12.628,612,380
1173,12.638,611,379
1174,12.648,611,379
1175,12.658,610,378
1176,12.668,610,378
1177,12.678,610,378
1178,12.688,610,377
1179,12.698,610,376
1180,12.708,610,377
1181,12.718,610,377
1182,12.728,610,378
1183,12.738,610,378
1184,12.748,610,378
1185,12.758,610,378
1186,12.768,610,378
1187,12.778,610,378
1188,12.788,610,378
1189,12.798,610,378
1190,12.808,610,378
1191,12.818,610,378
1192,12.828,610,378
1193,12.838,610,378
1194,12.848,610,377
1195,12.858,610,376
1196,12.868,610,376
1197,12.878,609,375
1198,12.888,609,374
1199,12.898,609,373
1200,12.908,608,372
1201,12.918,608,372
1202,12.928,607,372
1203,12.938,606,372
1204,12.948,605,372
1205,12.958,604,372
1206,12.968,602,371
1207,12.978,601,371
1208,12.988,599,370
1209,12.998,597,370
1210,13.008,597,369
1211,13.018,596,368
1212,13.028,595,367
1213,13.038,595,366
1214,13.048,596,365
1215,13.058,596,365
1216,13.068,596,365
1217,13.078,597,366
1218,13.088,598,366
1219,13.098,599,366
1220,13.108,601,366
1221,13.118,601,366
1222,13.128,601,365
1223,13.138,601,365
1224,13.148,601,365
1225,13.158,601,365
1226,13.168,601,365
1227,13.178,601,364
1228,13.188,601,364
1229,13.198,601,364
1230,13.208,601,364
1231,13.218,601,364
1232,13.228,601,364
1233,13.238,601,364
1234,13.248,601,364
1235,13.258,601,364
1236,13.268,601,364
1237,13.278,601,364
1238,13.288,601,364
1239,13.298,601,364
1240,13.308,601,363
1241,13.318,601,363
1242,13.328,601,363
1243,13.338,601,363
1244,13.348,601,363
1245,13.358,601,363
1246,13.368,601,363
1247,13.378,601,364
1248,13.388,601,364
1249,13.398,601,364
1250,13.408,601,364
1251,13.418,602,364
1252,13.428,602,364
1253,13.438,603,364
1254,13.448,603,364
1255,13.458,603,364
1256,13.468,603,364
1257,13.478,603,364
1258,13.488,604,364
1259,13.498,604,364
1260,13.508,604,364
1261,13.518,604,364
1262,13.528,604,364
1263,13.538,604,364
1264,13.548,605,364
1265,13.558,605,364
1266,13.568,605,364
1267,13.578,605,364
1268,13.588,606,364
1269,13.598,606,364
1270,13.608,606,364
1271,13.618,607,365
1272,13.628,607,365
1273,13.638,607,366
1274,13.648,607,366
1275,13.658,608,367
1276,13.668,608,368
1277,13.678,608,368
1278,13.688,609,368
1279,13.698,609,368
1280,13.708,609,368
1281,13.718,609,368
1282,13.728,610,369
1283,13.738,610,369
1284,13.748,610,369
1285,13.758,610,369
1286,13.768,611,369
1287,13.778,612,370
1288,13.788,612,370
1289,13.798,612,370
1290,13.808,613,370
1291,13.818,613,371
1292,13.828,613,371
1293,13.838,613,372
1294,13.848,613,372
1295,13.858,613,372
1296,13.868,614,372
1297,13.878,614,372
1298,13.888,615,372
1299,13.898,615,373
1300,13.908,615,373
1301,13.918,616,373
1302,13.928,616,373
1303,13.938,617,373
1304,13.948,617,374
1305,13.958,617,374
1306,13.968,617,374
1307,13.978,618,374
1308,13.988,618,375
1309,13.998,618,375
1310,14.008,619,375
1311,14.018,619,376
1312,14.028,620,376
1313,14.038,620,376
1314,14.048,621,376
1315,14.058,621,377
1316,14.068,621,377
1317,14.078,622,377
1318,14.088,622,378
1319,14.098,622,378
1320,14.108,623,379
1321,14.118,624,379
1322,14.128,624,379
1323,14.138,625,379
1324,14.148,625,380
1325,14.158,625,380
1326,14.168,626,381
1327,14.178,626,381
1328,14.188,626,381
1329,14.198,627,382
1330,14.208,628,382
1331,14.218,628,382
1332,14.228,628,383
1333,14.238,629,383
1334,14.248,629,384
1335,14.258,629,384
1336,14.268,630,384
1337,14.278,630,385
1338,14.288,631,385
1339,14.298,631,386
1340,14.308,632,386
1341,14.318,632,387
1342,14.328,633,387
1343,14.338,633,388
1344,14.348,633,388
1345,14.358,633,389
1346,14.368,633,389
1347,14.378,633,390
1348,14.388,633,390
1349,14.398,633,390
1350,14.408,634,391
1351,14.418,634,391
1352,14.428,634,392
1353,14.438,634,392
1354,14.448,634,393
1355,14.458,634,393
1356,14.468,634,394
1357,14.478,634,394
1358,14.488,634,395
1359,14.498,634,395
